timestamp,TargetJointPos_0,TargetJointPos_1,TargetJointPos_2,TargetJointPos_3,TargetJointPos_4,TargetJointPos_5,JointPos_0,JointPos_1,JointPos_2,JointPos_3,JointPos_4,JointPos_5
     1200512000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     1200522000,   3.1e-05,  0.000125,  -4.5e-05,     3e-06,   6.3e-05,    -6e-06,         0,         0,         0,         0,         0,         0
     1200532000,  0.000166,   0.00068, -0.000243,   1.5e-05,   0.00034,  -3.2e-05,         0,  0.000259,         0,         0,         0,         0
     1200542000,  0.000436,  0.001791, -0.000639,     4e-05,  0.000895,  -8.4e-05,         0,  0.001034, -0.000259,         0,         0,         0
     1200552000,  0.000866,  0.003556, -0.001269,   7.9e-05,  0.001777, -0.000167,  0.000259,   0.00181, -0.000517,         0,  0.000517,         0
     1200562000,  0.001474,   0.00605, -0.002159,  0.000135,  0.003023, -0.000285,  0.000517,  0.003621, -0.001034,         0,  0.001034,         0
     1200572000,  0.002274,  0.009335, -0.003331,  0.000208,  0.004665, -0.000439,  0.000517,  0.006207,  -0.00181,         0,  0.002069,         0
     1200582000,   0.00328,  0.013462, -0.004803,  0.000299,  0.006727, -0.000633,  0.001034,  0.009569, -0.002845,         0,  0.003103, -0.000862
     1200592000,    0.0045,  0.018471,  -0.00659,  0.000411,   0.00923, -0.000869,  0.001552,  0.014224, -0.003879,         0,  0.004655, -0.000862
     1200602000,  0.005944,  0.024396, -0.008704,  0.000543,  0.012191, -0.001148,  0.002328,  0.019397,  -0.00569,         0,  0.006724,         0
     1200612000,  0.007618,  0.031269, -0.011156,  0.000696,  0.015625, -0.001471,  0.003103,  0.026121, -0.007759,  0.000517,  0.009828, -0.000862
     1200622000,  0.009528,  0.039107, -0.013952,   0.00087,  0.019542,  -0.00184,  0.004397,  0.034138, -0.010603,  0.000517,  0.012931, -0.000862
     1200632000,   0.01167,  0.047901, -0.017089,  0.001066,  0.023937, -0.002254,  0.006207,  0.043966, -0.013448,  0.000517,  0.017586, -0.000862
     1200642000,  0.014038,   0.05762, -0.020557,  0.001282,  0.028793, -0.002711,  0.008276,  0.054569, -0.017069,  0.000517,  0.023276, -0.000862
     1200652000,  0.016624,  0.068233, -0.024343,  0.001518,  0.034097, -0.003211,  0.010862,  0.066207,  -0.02069,  0.001034,  0.029483, -0.000862
     1200662000,  0.019418,    0.0797, -0.028434,  0.001773,  0.039827, -0.003751,  0.013707,  0.078103, -0.025086,  0.001034,  0.036724, -0.001724
     1200672000,  0.022408,  0.091975, -0.032814,  0.002046,  0.045961, -0.004328,   0.01681,  0.090259, -0.029741,  0.001552,  0.044483, -0.001724
     1200682000,  0.025581,  0.104998,  -0.03746,  0.002336,  0.052469, -0.004941,  0.020172,  0.102931, -0.034655,  0.001552,   0.05069, -0.002586
     1200692000,   0.02892,    0.1187, -0.042348,  0.002641,  0.059316, -0.005586,  0.024052,  0.116897, -0.039828,  0.001552,  0.056897, -0.002586
     1200702000,  0.032401,   0.13299, -0.047446,  0.002958,  0.066457, -0.006258,  0.027931,  0.131897, -0.045259,  0.002069,  0.064655, -0.003448
     1200712000,  0.035998,  0.147753, -0.052714,  0.003287,  0.073834, -0.006953,  0.032069,  0.147155,  -0.05069,  0.002586,  0.072414,  -0.00431
     1200722000,  0.039652,   0.16275, -0.058064,   0.00362,  0.081328, -0.007659,  0.036207,  0.161897, -0.056121,  0.002586,  0.080172,  -0.00431
     1200732000,  0.043306,   0.17775, -0.063415,  0.003954,  0.088824, -0.008365,  0.040345,  0.176121, -0.061293,  0.003103,  0.087414, -0.005172
     1200742000,  0.046961,   0.19275, -0.068767,  0.004288,   0.09632,  -0.00907,  0.044483,  0.190862, -0.066724,  0.003621,  0.095172, -0.006034
     1200752000,  0.050615,   0.20775, -0.074118,  0.004621,  0.103815, -0.009776,  0.048621,  0.206121, -0.071897,  0.003621,  0.102931, -0.006897
     1200762000,   0.05427,   0.22275,  -0.07947,  0.004955,  0.111311, -0.010482,  0.052241,  0.221638, -0.077328,  0.004138,  0.111207, -0.007759
     1200772000,  0.057924,   0.23775, -0.084821,  0.005289,  0.118807, -0.011188,  0.055862,  0.236379,   -0.0825,  0.004655,  0.118966, -0.008621
     1200782000,  0.061579,   0.25275, -0.090173,  0.005622,  0.126302, -0.011894,  0.059483,  0.250603, -0.088448,  0.005172,   0.12569, -0.009483
     1200792000,  0.065233,   0.26775, -0.095525,  0.005956,  0.133798,   -0.0126,  0.063103,  0.265345, -0.094138,   0.00569,  0.133966, -0.009483
     1200802000,  0.068888,   0.28275, -0.100876,   0.00629,  0.141294, -0.013306,  0.066724,  0.281121, -0.100086,   0.00569,  0.141724, -0.011207
     1200812000,  0.072542,   0.29775, -0.106228,  0.006624,   0.14879, -0.014012,  0.070086,  0.296897, -0.106293,  0.006207,  0.149483, -0.012069
     1200822000,  0.076197,   0.31275, -0.111579,  0.006957,  0.156285, -0.014717,  0.073707,  0.311897, -0.112241,  0.006724,  0.156724, -0.013793
     1200832000,  0.079852,   0.32775, -0.116931,  0.007291,  0.163781, -0.015423,  0.077069,  0.326638, -0.117931,  0.007241,  0.164483, -0.014655
     1200842000,  0.083506,   0.34275, -0.122282,  0.007625,  0.171277, -0.016129,   0.08069,  0.341638, -0.123621,  0.007241,  0.171724, -0.014655
     1200852000,  0.087161,   0.35775, -0.127634,  0.007958,  0.178772, -0.016835,   0.08431,  0.357155, -0.129052,  0.007759,  0.179483, -0.015517
     1200862000,  0.090815,   0.37275, -0.132985,  0.008292,  0.186268, -0.017541,  0.087931,  0.372931, -0.134224,  0.008276,  0.186724, -0.016379
     1200872000,   0.09447,   0.38775, -0.138337,  0.008626,  0.193764, -0.018247,   0.09181,  0.387931, -0.139138,  0.008276,  0.194483, -0.017241
     1200882000,  0.098124,   0.40275, -0.143688,  0.008959,  0.201259, -0.018953,   0.09569,  0.402414, -0.144052,  0.008793,  0.201724, -0.017241
     1200892000,  0.101779,   0.41775,  -0.14904,  0.009293,  0.208755, -0.019658,  0.099828,  0.417672, -0.148966,   0.00931,  0.208966, -0.018103
     1200902000,  0.105433,   0.43275, -0.154391,  0.009627,  0.216251, -0.020364,  0.103966,   0.43319, -0.154138,   0.00931,  0.216724, -0.018966
     1200912000,  0.109088,   0.44775, -0.159743,   0.00996,  0.223746,  -0.02107,  0.108103,  0.448707, -0.159052,   0.00931,  0.223966, -0.019828
     1200922000,  0.112742,   0.46275, -0.165094,  0.010294,  0.231242, -0.021776,  0.112241,  0.463448, -0.164224,  0.009828,  0.231724, -0.019828
     1200932000,  0.116397,   0.47775, -0.170446,  0.010628,  0.238738, -0.022482,  0.116638,   0.47819, -0.169655,  0.010345,  0.239483,  -0.02069
     1200942000,  0.120051,   0.49275, -0.175797,  0.010961,  0.246234, -0.023188,  0.120517,  0.492931, -0.175345,  0.010862,  0.246207,  -0.02069
     1200952000,  0.123706,   0.50775, -0.181149,  0.011295,  0.253729, -0.023894,  0.124655,  0.508707, -0.180776,  0.010862,  0.253966, -0.022414
     1200962000,   0.12736,   0.52275,   -0.1865,  0.011629,  0.261225,   -0.0246,  0.128276,  0.524224, -0.186466,  0.011379,   0.26069, -0.022414
     1200972000,  0.131015,   0.53775, -0.191852,  0.011962,  0.268721, -0.025305,  0.132155,  0.538966, -0.192155,  0.011897,  0.267931, -0.023276
     1200982000,   0.13467,   0.55275, -0.197203,  0.012296,  0.276216, -0.026011,  0.135517,  0.552931, -0.197586,  0.011897,  0.275172, -0.024138
     1200992000,  0.138324,   0.56775, -0.202555,   0.01263,  0.283712, -0.026717,  0.138879,  0.567414, -0.203017,  0.012414,  0.282414, -0.024138
     1201002000,  0.141979,   0.58275, -0.207906,  0.012963,  0.291208, -0.027423,  0.142241,  0.582672,  -0.20819,  0.012931,  0.290172, -0.025862
     1201012000,  0.145633,   0.59775, -0.213258,  0.013297,  0.298703, -0.028129,  0.145345,  0.597931, -0.213362,  0.012931,  0.296897, -0.025862
     1201022000,  0.149288,   0.61275, -0.218609,  0.013631,  0.306199, -0.028835,  0.148966,  0.612414, -0.218276,  0.012931,  0.305172, -0.026724
     1201032000,  0.152942,   0.62775, -0.223961,  0.013964,  0.313695, -0.029541,  0.152328,  0.626897, -0.223448,  0.013448,  0.312931, -0.027586
     1201042000,  0.156597,   0.64275, -0.229312,  0.014298,  0.321191, -0.030247,   0.15569,  0.641897, -0.228621,  0.013966,  0.320172, -0.028448
     1201052000,  0.160251,   0.65775, -0.234664,  0.014632,  0.328686, -0.030952,  0.159052,  0.657672, -0.234052,  0.013966,  0.327414,  -0.02931
     1201062000,  0.163906,   0.67275, -0.240015,  0.014965,  0.336182, -0.031658,  0.162672,  0.673448, -0.239483,  0.014483,  0.335172, -0.030172
     1201072000,   0.16756,   0.68775, -0.245367,  0.015299,  0.343678, -0.032364,  0.166552,  0.688448, -0.245172,     0.015,  0.342931, -0.030172
     1201082000,  0.171215,   0.70275, -0.250718,  0.015633,  0.351173,  -0.03307,  0.170172,  0.702672, -0.251121,     0.015,  0.349655, -0.031897
     1201092000,  0.174869,   0.71775,  -0.25607,  0.015966,  0.358669, -0.033776,  0.174052,  0.717672, -0.257069,  0.015517,  0.357931, -0.032759
     1201102000,  0.178524,   0.73275, -0.261421,    0.0163,  0.366165, -0.034482,  0.177931,   0.73319, -0.262759,  0.015517,   0.36569, -0.033621
     1201112000,  0.182178,   0.74775, -0.266773,  0.016634,   0.37366, -0.035188,   0.18181,  0.748448, -0.268448,  0.016552,  0.372414, -0.034483
     1201122000,  0.185833,   0.76275, -0.272124,  0.016968,  0.381156, -0.035893,  0.185948,  0.762931, -0.273621,  0.016552,  0.381207, -0.034483
     1201132000,  0.189488,   0.77775, -0.277476,  0.017301,  0.388652, -0.036599,  0.189828,  0.776897, -0.278793,  0.017069,  0.388966, -0.035345
     1201142000,  0.193142,   0.79275, -0.282827,  0.017635,  0.396147, -0.037305,  0.193707,  0.791638, -0.283707,  0.017069,  0.396207, -0.036207
     1201152000,  0.196797,   0.80775, -0.288179,  0.017969,  0.403643, -0.038011,  0.197586,  0.807155, -0.288621,  0.018103,  0.404483, -0.037069
     1201162000,  0.200451,   0.82275, -0.293531,  0.018302,  0.411139, -0.038717,  0.201207,  0.822931, -0.293276,  0.018103,  0.411724, -0.038793
     1201172000,  0.204106,   0.83775, -0.298882,  0.018636,  0.418635, -0.039423,  0.204828,  0.837931, -0.297931,  0.018621,  0.419483, -0.038793
     1201182000,   0.20776,   0.85275, -0.304234,   0.01897,   0.42613, -0.040129,  0.208448,  0.852155, -0.302845,  0.019138,  0.426724, -0.039655
     1201192000,  0.211415,   0.86775, -0.309585,  0.019303,  0.433626, -0.040835,   0.21181,  0.867155, -0.308017,  0.019138,  0.434483, -0.040517
     1201202000,  0.215069,   0.88275, -0.314937,  0.019637,  0.441122,  -0.04154,  0.215431,  0.882672,  -0.31319,  0.019655,  0.442759, -0.041379
     1201212000,  0.218724,   0.89775, -0.320288,  0.019971,  0.448617, -0.042246,  0.218793,  0.898448, -0.318362,  0.020172,      0.45, -0.042241
     1201222000,  0.222378,   0.91275,  -0.32564,  0.020304,  0.456113, -0.042952,  0.222155,  0.913448, -0.324052,  0.020172,  0.457759, -0.043103
     1201232000,  0.226033,   0.92775, -0.330991,  0.020638,  0.463609, -0.043658,  0.225517,  0.927931, -0.329741,   0.02069,  0.465517, -0.043966
     1201242000,  0.229687,   0.94275, -0.336343,  0.020972,  0.471104, -0.044364,  0.228879,  0.942931, -0.335431,  0.021207,  0.472241, -0.043966
     1201252000,  0.233342,   0.95775, -0.341694,  0.021305,    0.4786,  -0.04507,    0.2325,  0.958448, -0.341379,  0.021207,      0.48, -0.044828
     1201262000,  0.236996,   0.97275, -0.347046,  0.021639,  0.486096, -0.045776,  0.236121,  0.973966,  -0.34681,  0.021724,  0.488793,  -0.04569
     1201272000,  0.240651,   0.98775, -0.352397,  0.021973,  0.493591, -0.046482,  0.239741,  0.988966,   -0.3525,  0.021724,  0.495517,  -0.04569
     1201282000,  0.244306,   1.00275, -0.357749,  0.022306,  0.501087, -0.047187,  0.243621,  1.003707, -0.357931,  0.022241,  0.501724, -0.047414
     1201292000,   0.24796,   1.01775,   -0.3631,   0.02264,  0.508583, -0.047893,    0.2475,  1.018707, -0.363103,  0.022241,  0.509483, -0.047414
     1201302000,  0.251615,   1.03275, -0.368452,  0.022974,  0.516079, -0.048599,  0.251379,  1.034224, -0.368017,  0.022759,  0.517759, -0.048276
     1201312000,  0.255269,   1.04775, -0.373803,  0.023307,  0.523574, -0.049305,  0.255517,  1.049224, -0.373448,  0.023276,  0.525517, -0.049138
     1201322000,  0.258924,   1.06275, -0.379155,  0.023641,   0.53107, -0.050011,  0.259397,  1.063707, -0.378621,  0.023793,  0.532241, -0.049138
     1201332000,  0.262578,   1.07775, -0.384506,  0.023975,  0.538566, -0.050717,  0.263534,  1.077931,  -0.38431,  0.023793,  0.539483, -0.050862
     1201342000,  0.266233,   1.09275, -0.389858,  0.024308,  0.546061, -0.051423,  0.267414,  1.092414,     -0.39,   0.02431,  0.547241, -0.050862
     1201352000,  0.269887,   1.10775, -0.395209,  0.024642,  0.553557, -0.052129,  0.271293,   1.10819,  -0.39569,  0.024828,  0.554483, -0.051724
     1201362000,  0.273542,   1.12275, -0.400561,  0.024976,  0.561053, -0.052834,  0.274914,  1.123448, -0.401897,  0.024828,  0.561207, -0.052586
     1201372000,  0.277196,   1.13775, -0.405912,  0.025309,  0.568548,  -0.05354,  0.278534,  1.138448, -0.407586,  0.025345,  0.568966, -0.053448
     1201382000,  0.280851,   1.15275, -0.411264,  0.025643,  0.576044, -0.054246,  0.281897,  1.152672, -0.413534,  0.025345,  0.576724, -0.053448
     1201392000,  0.284505,   1.16775, -0.416615,  0.025977,   0.58354, -0.054952,  0.285517,  1.167414, -0.418966,  0.025862,  0.583966, -0.055172
     1201402000,   0.28816,   1.18275, -0.421967,   0.02631,  0.591036, -0.055658,  0.288879,  1.182672, -0.424397,  0.026379,  0.590172, -0.055172
     1201412000,  0.291814,   1.19775, -0.427318,  0.026644,  0.598531, -0.056364,  0.292241,   1.19819, -0.429569,  0.026379,  0.598966, -0.056034
     1201422000,  0.295469,   1.21275,  -0.43267,  0.026978,  0.606027,  -0.05707,  0.295603,   1.21319, -0.434224,  0.026897,   0.60569, -0.056897
     1201432000,  0.299124,   1.22775, -0.438021,  0.027312,  0.613523, -0.057775,  0.298707,  1.227672, -0.438879,  0.027414,  0.612931, -0.057759
     1201442000,  0.302778,   1.24275, -0.443373,  0.027645,  0.621018, -0.058481,  0.302069,  1.242414, -0.444052,  0.027414,   0.62069, -0.057759
     1201452000,  0.306433,   1.25775, -0.448724,  0.027979,  0.628514, -0.059187,   0.30569,  1.258448, -0.448966,  0.027931,  0.628966, -0.059483
     1201462000,  0.310087,   1.27275, -0.454076,  0.028313,   0.63601, -0.059893,   0.30931,  1.274224, -0.453621,  0.028448,   0.63569, -0.059483
     1201472000,  0.313742,   1.28775, -0.459427,  0.028646,  0.643505, -0.060599,  0.312931,  1.289224, -0.458534,  0.028448,  0.642414, -0.060345
     1201482000,  0.317396,   1.30275, -0.464779,   0.02898,  0.651001, -0.061305,  0.316552,  1.303448, -0.463966,  0.028966,  0.649655, -0.061207
     1201492000,  0.321051,   1.31775,  -0.47013,  0.029314,  0.658497, -0.062011,  0.320172,   1.31819, -0.469397,  0.029483,  0.657414, -0.062069
     1201502000,  0.324705,   1.33275, -0.475482,  0.029647,  0.665992, -0.062717,  0.324052,  1.333707, -0.475086,      0.03,  0.666207, -0.062931
     1201512000,   0.32836,   1.34775, -0.480833,  0.029981,  0.673488, -0.063422,  0.327931,  1.349483, -0.480776,      0.03,  0.672931, -0.063793
     1201522000,  0.332014,   1.36275, -0.486185,  0.030315,  0.680984, -0.064128,  0.332069,  1.364224, -0.486207,      0.03,  0.680172, -0.064655
     1201532000,  0.335669,   1.37775, -0.491537,  0.030648,   0.68848, -0.064834,  0.336207,   1.37819, -0.491897,  0.030517,  0.688448, -0.064655
     1201542000,  0.339323,   1.39275, -0.496888,  0.030982,  0.695975,  -0.06554,  0.340345,  1.392931, -0.497328,  0.031034,  0.696207, -0.065517
     1201552000,  0.342978,   1.40775,  -0.50224,  0.031316,  0.703471, -0.066246,  0.344483,   1.40819,   -0.5025,  0.031552,  0.702931, -0.066379
     1201562000,  0.346632,   1.42275, -0.507591,  0.031649,  0.710967, -0.066952,  0.348362,  1.423966, -0.507672,  0.031552,  0.710172, -0.067241
     1201572000,  0.350287,   1.43775, -0.512943,  0.031983,  0.718462, -0.067658,  0.351983,  1.438707, -0.512586,  0.032069,  0.717931, -0.067241
     1201582000,  0.353942,   1.45275, -0.518294,  0.032317,  0.725958, -0.068364,  0.355603,  1.452931, -0.517759,  0.032586,  0.726207, -0.068103
     1201592000,  0.357596,   1.46775, -0.523646,   0.03265,  0.733454, -0.069069,  0.358966,  1.467672, -0.522672,  0.032586,  0.733448, -0.068966
     1201602000,  0.361251,   1.48275, -0.528997,  0.032984,  0.740949, -0.069775,  0.362586,   1.48319, -0.527586,  0.033103,   0.74069, -0.068966
     1201612000,  0.364905,   1.49775, -0.534349,  0.033318,  0.748445, -0.070481,  0.365948,  1.498707, -0.532759,  0.033103,  0.748448,  -0.07069
     1201622000,   0.36856,   1.51275,   -0.5397,  0.033651,  0.755941, -0.071187,  0.369052,  1.513448,  -0.53819,  0.033621,   0.75569,  -0.07069
     1201632000,  0.372214,   1.52775, -0.545052,  0.033985,  0.763436, -0.071893,  0.372414,  1.527414, -0.543879,  0.034138,  0.763966, -0.071552
     1201642000,  0.375869,   1.54275, -0.550403,  0.034319,  0.770932, -0.072599,  0.375776,  1.541897, -0.549569,  0.034655,   0.77069, -0.072414
     1201652000,  0.379523,   1.55775, -0.555755,  0.034652,  0.778428, -0.073305,  0.379397,  1.557155, -0.555776,  0.034655,  0.777931, -0.073276
     1201662000,  0.383178,   1.57275, -0.561106,  0.034986,  0.785924,  -0.07401,  0.382759,  1.572414, -0.561466,  0.034655,   0.78569, -0.073276
     1201672000,  0.386832,   1.58775, -0.566458,   0.03532,  0.793419, -0.074716,  0.386121,  1.587414, -0.567155,   0.03569,  0.793448,    -0.075
     1201682000,  0.390487,   1.60275, -0.571809,  0.035653,  0.800915, -0.075422,  0.389741,  1.602155, -0.572586,   0.03569,  0.801207,    -0.075
     1201692000,  0.394141,   1.61775, -0.577161,  0.035987,  0.808411, -0.076128,  0.393362,  1.617155, -0.578017,  0.036207,  0.807931, -0.075862
     1201702000,  0.397796,   1.63275, -0.582512,  0.036321,  0.815906, -0.076834,  0.396983,  1.632931, -0.582931,  0.036207,  0.814655, -0.076724
     1201712000,   0.40145,   1.64775, -0.587864,  0.036654,  0.823402,  -0.07754,  0.400862,  1.648707, -0.588103,  0.036724,  0.822931, -0.077586
     1201722000,  0.405105,   1.66275, -0.593215,  0.036988,  0.830898, -0.078246,  0.404741,  1.663707, -0.593017,  0.037241,   0.83069, -0.078448
     1201732000,   0.40876,   1.67775, -0.598567,  0.037322,  0.838393, -0.078952,  0.408621,  1.677931, -0.597931,  0.037241,  0.838448,  -0.07931
     1201742000,  0.412414,   1.69275, -0.603918,  0.037656,  0.845889, -0.079657,  0.412759,  1.692672, -0.602845,  0.037241,  0.844655,  -0.07931
     1201752000,  0.416069,   1.70775,  -0.60927,  0.037989,  0.853385, -0.080363,  0.416638,  1.707672, -0.608017,  0.038276,  0.852414, -0.080172
     1201762000,  0.419723,   1.72275, -0.614621,  0.038323,  0.860881, -0.081069,  0.420517,  1.723448, -0.613707,  0.038276,   0.86069, -0.081034
     1201772000,  0.423378,   1.73775, -0.619973,  0.038657,  0.868376, -0.081775,  0.423879,  1.738448, -0.619138,  0.038276,  0.867931, -0.081897
     1201782000,  0.427032,   1.75275, -0.625324,   0.03899,  0.875872, -0.082481,    0.4275,  1.752931, -0.624828,  0.038793,  0.875172, -0.082759
     1201792000,  0.430687,   1.76775, -0.630676,  0.039324,  0.883368, -0.083187,  0.431121,  1.767155, -0.630776,   0.03931,  0.882414, -0.083621
     1201802000,  0.434341,   1.78275, -0.636027,  0.039658,  0.890863, -0.083893,  0.434483,  1.782155, -0.636466,   0.03931,  0.891207, -0.084483
     1201812000,  0.437996,   1.79775, -0.641379,  0.039991,  0.898359, -0.084599,  0.437845,  1.797672, -0.642155,  0.039828,  0.897931, -0.084483
     1201822000,   0.44165,   1.81275,  -0.64673,  0.040325,  0.905855, -0.085304,  0.441207,  1.812672, -0.647845,  0.040345,  0.904655, -0.085345
     1201832000,  0.445305,   1.82775, -0.652082,  0.040659,   0.91335,  -0.08601,  0.444569,  1.827414, -0.653276,  0.040345,  0.912931, -0.086207
     1201842000,  0.448959,   1.84275, -0.657433,  0.040992,  0.920846, -0.086716,  0.447672,  1.842155, -0.658448,  0.040862,  0.919655, -0.086207
     1201852000,  0.452614,   1.85775, -0.662785,  0.041326,  0.928342, -0.087422,  0.451034,  1.857672, -0.663621,  0.041379,  0.926897, -0.087931
     1201862000,  0.456268,   1.87275, -0.668136,   0.04166,  0.935837, -0.088128,  0.454655,  1.873448, -0.668534,  0.041379,   0.93569, -0.087931
     1201872000,  0.459923,   1.88775, -0.673488,  0.041993,  0.943333, -0.088834,  0.458017,  1.888448, -0.673448,  0.041897,  0.942931, -0.088793
     1201882000,  0.463578,   1.90275, -0.678839,  0.042327,  0.950829,  -0.08954,  0.461638,  1.902931, -0.678879,  0.042414,  0.950172, -0.089655
     1201892000,  0.467232,   1.91775, -0.684191,  0.042661,  0.958325, -0.090245,  0.465259,  1.917672,  -0.68431,  0.042931,  0.958448, -0.089655
     1201902000,  0.470887,   1.93275, -0.689542,  0.042994,   0.96582, -0.090951,  0.469138,   1.93319, -0.689741,  0.042931,  0.966207, -0.091379
     1201912000,  0.474541,   1.94775, -0.694894,  0.043328,  0.973316, -0.091657,  0.472759,  1.948966,  -0.69569,  0.043448,  0.973448, -0.091379
     1201922000,  0.478196,   1.96275, -0.700246,  0.043662,  0.980812, -0.092363,  0.476638,  1.963966, -0.701379,  0.043966,  0.981207, -0.092241
     1201932000,   0.48185,   1.97775, -0.705597,  0.043995,  0.988307, -0.093069,  0.480776,  1.977931, -0.707328,  0.043966,  0.988966, -0.093103
     1201942000,  0.485505,   1.99275, -0.710949,  0.044329,  0.995803, -0.093775,  0.484914,  1.992155, -0.713276,  0.043966,  0.996207, -0.093103
     1201952000,  0.489159,   2.00775,   -0.7163,  0.044663,  1.003299, -0.094481,  0.488793,  2.007155, -0.718707,  0.044483,  1.003448, -0.094828
     1201962000,  0.492814,   2.02275, -0.721652,  0.044996,  1.010794, -0.095187,  0.492931,  2.022672, -0.723879,     0.045,  1.011724, -0.094828
     1201972000,  0.496468,   2.03775, -0.727003,   0.04533,   1.01829, -0.095892,   0.49681,  2.037672, -0.729052,     0.045,  1.018966,  -0.09569
     1201982000,  0.500123,   2.05275, -0.732355,  0.045664,  1.025786, -0.096598,  0.500948,  2.051638, -0.733966,  0.045517,  1.027241, -0.096552
     1201992000,  0.503777,   2.06775, -0.737706,  0.045997,  1.033281, -0.097304,  0.504569,  2.066379, -0.738621,  0.046034,  1.033966, -0.097414
     1202002000,  0.507432,   2.08275, -0.743058,  0.046331,  1.040777,  -0.09801,  0.508448,  2.081897, -0.743276,  0.046034,  1.041724, -0.097414
     1202012000,  0.511086,   2.09775, -0.748409,  0.046665,  1.048273, -0.098716,  0.512069,  2.097672,  -0.74819,  0.046552,  1.049483, -0.099138
     1202022000,  0.514741,   2.11275, -0.753761,  0.046999,  1.055769, -0.099422,  0.515431,  2.112931, -0.752845,  0.047069,  1.057241, -0.099138
     1202032000,  0.518396,   2.12775, -0.759112,  0.047332,  1.063264, -0.100128,  0.519052,  2.127155, -0.758276,  0.047586,     1.065,      -0.1
     1202042000,   0.52205,   2.14275, -0.764464,  0.047666,   1.07076, -0.100834,  0.522155,  2.141638, -0.763448,  0.047586,  1.072241, -0.100862
     1202052000,  0.525705,   2.15775, -0.769815,     0.048,  1.078256, -0.101539,  0.525517,  2.157155, -0.768879,  0.048103,      1.08, -0.101724
     1202062000,  0.529359,   2.17275, -0.775167,  0.048333,  1.085751, -0.102245,  0.529138,   2.17319,  -0.77431,  0.048621,  1.087759, -0.101724
     1202072000,  0.533014,   2.18775, -0.780518,  0.048667,  1.093247, -0.102951,    0.5325,   2.18819,     -0.78,  0.048621,  1.094483, -0.103448
     1202082000,  0.536668,   2.20275,  -0.78587,  0.049001,  1.100743, -0.103657,  0.535862,  2.202931, -0.785431,  0.049138,  1.102241, -0.103448
     1202092000,  0.540323,   2.21775, -0.791221,  0.049334,  1.108238, -0.104363,  0.539483,  2.217672, -0.791121,  0.049655,      1.11,  -0.10431
     1202102000,  0.543977,   2.23275, -0.796573,  0.049668,  1.115734, -0.105069,  0.543362,   2.23319, -0.796552,  0.049655,  1.116724, -0.105172
     1202112000,  0.547632,   2.24775, -0.801924,  0.050002,   1.12323, -0.105775,  0.546983,  2.248966, -0.801466,  0.050172,  1.123966, -0.106034
     1202122000,  0.551286,   2.26275, -0.807276,  0.050335,  1.130726,  -0.10648,  0.550862,  2.263707, -0.806897,   0.05069,  1.131724, -0.106897
     1202132000,  0.554941,   2.27775, -0.812627,  0.050669,  1.138221, -0.107186,     0.555,  2.278448, -0.812069,   0.05069,  1.138966, -0.106897
     1202142000,  0.558595,   2.29275, -0.817979,  0.051003,  1.145717, -0.107892,  0.558879,   2.29319, -0.816983,   0.05069,  1.146207, -0.107759
     1202152000,   0.56225,   2.30775,  -0.82333,  0.051336,  1.153213, -0.108598,  0.563017,  2.308707, -0.822155,  0.051724,  1.154483, -0.108621
     1202162000,  0.565904,   2.32275, -0.828682,   0.05167,  1.160708, -0.109304,  0.567155,  2.324483, -0.827328,  0.051724,  1.161724, -0.109483
     1202172000,  0.569559,   2.33775, -0.834033,  0.052004,  1.168204,  -0.11001,  0.571034,  2.339224, -0.832759,  0.051724,  1.169483, -0.109483
     1202182000,  0.573214,   2.35275, -0.839385,  0.052337,    1.1757, -0.110716,  0.574914,  2.353448, -0.838448,  0.052759,  1.176724, -0.110345
     1202192000,  0.576868,   2.36775, -0.844736,  0.052671,  1.183195, -0.111422,  0.578534,  2.367414, -0.844397,  0.052759,  1.183448, -0.111207
     1202202000,  0.580523,   2.38275, -0.850088,  0.053005,  1.190691, -0.112127,  0.582155,  2.382414, -0.850086,  0.053276,  1.191724, -0.112069
     1202212000,  0.584177,   2.39775, -0.855439,  0.053338,  1.198187, -0.112833,  0.585517,  2.397672, -0.856034,  0.053793,  1.198448, -0.112069
     1202222000,  0.587832,   2.41275, -0.860791,  0.053672,  1.205682, -0.113539,  0.588879,  2.412414, -0.861983,  0.053793,  1.205172, -0.113793
     1202232000,  0.591486,   2.42775, -0.866142,  0.054006,  1.213178, -0.114245,  0.592241,  2.426897, -0.867672,  0.053793,  1.212931, -0.113793
     1202242000,  0.595141,   2.44275, -0.871494,  0.054339,  1.220674, -0.114951,  0.595862,  2.441638, -0.873103,   0.05431,  1.219655, -0.114655
     1202252000,  0.598795,   2.45775, -0.876845,  0.054673,   1.22817, -0.115657,  0.598966,  2.457414, -0.878534,  0.054828,  1.226897, -0.115517
     1202262000,   0.60245,   2.47275, -0.882197,  0.055007,  1.235665, -0.116363,  0.602328,   2.47319, -0.883448,  0.054828,  1.234655, -0.116379
     1202272000,  0.606104,   2.48775, -0.887548,   0.05534,  1.243161, -0.117069,  0.605948,   2.48819, -0.888103,  0.055345,  1.242414, -0.116379
     1202282000,  0.609759,   2.50275,   -0.8929,  0.055674,  1.250657, -0.117774,   0.60931,  2.502672, -0.892759,  0.055862,  1.250172, -0.118103
